id,col_01,col_02,col_03,col_04,col_05,col_06,col_07,col_08,col_09,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49
219,377691,59.0614,C,text_3899,2021-03-27 00:00:00,780448,282.9465,C,text_4415,2021-03-01 00:00:00,266193,665.0591,B,text_491,2021-01-13 00:00:00,164556,5.1214,A,text_9417,2021-07-06 00:00:00,371643,321.3912,A,text_3461,2022-04-27 00:00:00,654769,686.2545,B,text_2088,2020-08-03 00:00:00,657553,737.0936,A,text_4726,2020-04-19 00:00:00,86240,567.1623,D,text_2688,2022-12-14 00:00:00,906525,374.7938,C,text_1300,2020-05-15 00:00:00,88273,882.6386,D,text_2564
220,357759,738.6853,A,text_968,2022-02-20 00:00:00,357258,949.6685,A,text_4334,2021-01-14 00:00:00,511902,859.0805,D,text_2008,2021-08-13 00:00:00,346644,221.3421,C,text_1869,2022-05-31 00:00:00,303077,953.3293,B,text_5030,2022-08-25 00:00:00,949376,788.6349,C,text_5015,2021-05-07 00:00:00,35756,755.1742,D,text_627,2022-12-22 00:00:00,204277,98.0542,B,text_6582,2020-04-05 00:00:00,615981,137.8279,A,text_4114,2020-11-19 00:00:00,865753,171.5,C,text_1605
221,144978,709.6143,B,text_8229,2020-09-20 00:00:00,938033,818.9616,A,text_9218,2021-05-15 00:00:00,611203,487.5223,D,text_5772,2021-08-31 00:00:00,20440,810.9653,B,text_6833,2022-06-03 00:00:00,89572,307.0974,B,text_3591,2020-12-09 00:00:00,580175,125.818,D,text_6956,2020-04-02 00:00:00,729342,702.8359,B,text_6162,2021-09-26 00:00:00,560319,414.1297,D,text_8681,2022-01-21 00:00:00,651199,271.8031,D,text_4287,2022-10-03 00:00:00,543386,307.5347,D,text_4760
222,125468,95.3466,B,text_5950,2022-04-18 00:00:00,760423,622.0173,C,text_2282,2022-07-26 00:00:00,481058,796.8739,C,text_3828,2020-09-30 00:00:00,717011,965.5069,D,text_9313,2021-02-22 00:00:00,297459,926.8534,D,text_8446,2022-05-17 00:00:00,939228,77.3224,D,text_8875,2021-06-03 00:00:00,738094,954.575,B,text_5573,2021-08-12 00:00:00,330712,53.3131,C,text_1476,2021-04-17 00:00:00,142594,822.9207,D,text_5601,2021-03-01 00:00:00,368472,890.8752,D,text_7522
223,702330,151.6865,C,text_156,2020-11-29 00:00:00,974340,419.362,A,text_6969,2022-10-10 00:00:00,634815,118.9826,C,text_3929,2022-06-04 00:00:00,861282,152.5751,B,text_3512,2021-03-18 00:00:00,398094,492.3609,B,text_3966,2021-05-18 00:00:00,704486,566.891,C,text_6373,2020-10-29 00:00:00,678378,651.6267,D,text_5676,2020-10-16 00:00:00,226721,684.4197,D,text_6447,2020-01-03 00:00:00,397256,123.1198,C,text_8347,2022-02-16 00:00:00,560891,191.4771,B,text_2626
224,673615,881.8015,D,text_1428,2021-02-18 00:00:00,113018,406.4803,C,text_5022,2022-12-06 00:00:00,217115,390.2226,C,text_3198,2021-10-08 00:00:00,383171,864.3246,C,text_3247,2021-10-31 00:00:00,450097,338.8992,B,text_4615,2021-11-01 00:00:00,276436,128.2506,A,text_5296,2020-08-30 00:00:00,314704,705.256,B,text_5094,2021-12-20 00:00:00,374879,534.9841,A,text_3720,2021-09-22 00:00:00,182840,869.7187,A,text_9247,2020-03-12 00:00:00,332566,650.1545,A,text_1783
225,332500,334.2027,C,text_1724,2020-11-01 00:00:00,4567,370.7641,B,text_2160,2020-02-23 00:00:00,718239,257.9015,C,text_6014,2020-11-21 00:00:00,762021,455.5723,D,text_397,2022-04-17 00:00:00,267498,606.0593,B,text_1666,2020-10-16 00:00:00,910650,549.7558,A,text_1625,2020-08-03 00:00:00,976973,544.2202,C,text_7668,2021-07-01 00:00:00,867154,435.2058,A,text_3659,2022-04-21 00:00:00,482539,332.4314,B,text_3205,2022-06-29 00:00:00,510373,177.3934,B,text_6899
226,728847,228.8338,D,text_519,2020-06-13 00:00:00,569634,131.56,B,text_3929,2020-07-07 00:00:00,250871,840.4307,C,text_9921,2022-02-02 00:00:00,884996,500.1471,A,text_8969,2021-01-11 00:00:00,922105,494.0985,B,text_7791,2021-03-25 00:00:00,413178,888.7704,A,text_6052,2020-07-11 00:00:00,565172,29.2083,B,text_5799,2021-10-29 00:00:00,882494,118.9724,A,text_5553,2020-10-03 00:00:00,916034,125.3821,B,text_1286,2021-09-19 00:00:00,122338,798.3357,A,text_3959
227,15830,863.9996,C,text_4765,2022-06-13 00:00:00,582579,330.4851,A,text_1221,2021-07-18 00:00:00,259012,421.4404,C,text_958,2022-08-24 00:00:00,130927,43.5335,C,text_6253,2021-02-04 00:00:00,852657,413.568,C,text_9508,2020-02-04 00:00:00,913405,729.7752,B,text_8178,2021-08-18 00:00:00,368938,602.9815,B,text_4726,2020-03-10 00:00:00,177787,716.8954,A,text_5077,2020-07-25 00:00:00,13194,211.6483,A,text_2533,2022-08-22 00:00:00,284667,141.0557,C,text_2029
228,96142,697.6315,D,text_643,2020-03-26 00:00:00,599226,190.1612,D,text_6017,2022-08-07 00:00:00,870014,989.7776,A,text_6749,2021-11-03 00:00:00,725843,559.3838,D,text_2296,2021-11-21 00:00:00,267926,725.8794,C,text_3483,2021-10-07 00:00:00,65144,282.3804,D,text_9611,2020-05-18 00:00:00,189018,570.6731,C,text_9942,2021-11-03 00:00:00,461430,238.4791,D,text_6385,2020-06-24 00:00:00,766949,441.3759,A,text_7520,2020-10-31 00:00:00,957071,336.6512,D,text_7627
229,877793,779.3765,A,text_6833,2021-02-15 00:00:00,545304,768.7592,B,text_5427,2022-03-22 00:00:00,439036,115.2933,D,text_127,2021-08-10 00:00:00,6531,93.3495,C,text_1131,2020-04-10 00:00:00,478163,693.4253,D,text_4709,2022-06-01 00:00:00,555837,389.2771,C,text_6169,2021-07-30 00:00:00,458038,405.0848,B,text_9636,2022-03-06 00:00:00,62842,769.1535,D,text_2345,2021-06-19 00:00:00,781945,248.1106,C,text_7806,2020-09-02 00:00:00,315051,269.4941,A,text_9456
230,638179,990.2052,C,text_987,2021-10-01 00:00:00,457377,185.6254,D,text_9778,2022-04-23 00:00:00,668165,390.0016,A,text_2005,2020-01-24 00:00:00,978401,616.4996,B,text_1393,2020-03-05 00:00:00,647489,639.3934,D,text_3882,2021-12-10 00:00:00,307339,969.9177,A,text_6999,2020-09-29 00:00:00,672449,48.998,A,text_8166,2022-12-18 00:00:00,968816,157.4061,B,text_6286,2021-01-25 00:00:00,886772,666.1378,C,text_2587,2022-10-04 00:00:00,416043,370.4245,D,text_4367
231,668375,300.4806,D,text_8874,2022-03-22 00:00:00,498907,960.527,D,text_1014,2020-08-22 00:00:00,256604,555.7509,D,text_4944,2020-10-01 00:00:00,204822,110.5952,D,text_2522,2021-04-08 00:00:00,389767,147.3213,D,text_7614,2022-10-20 00:00:00,198939,670.7921,D,text_410,2020-08-17 00:00:00,593983,180.2136,C,text_1674,2020-10-30 00:00:00,231214,251.1767,C,text_4147,2020-01-03 00:00:00,253730,114.2078,A,text_4693,2021-10-01 00:00:00,741864,997.9044,D,text_3706
232,898134,298.1986,C,text_1088,2022-11-16 00:00:00,88334,227.9956,C,text_2713,2022-08-24 00:00:00,466963,559.3352,D,text_6173,2021-06-20 00:00:00,968262,64.3734,C,text_9501,2020-02-10 00:00:00,684911,338.8792,C,text_6814,2022-02-17 00:00:00,107042,302.1877,A,text_1364,2022-07-08 00:00:00,641903,650.4916,C,text_9305,2020-12-30 00:00:00,888343,12.3065,C,text_5531,2021-08-16 00:00:00,282889,452.4988,D,text_1336,2022-04-06 00:00:00,162945,75.9425,A,text_8308
233,248361,200.5397,A,text_2734,2020-12-04 00:00:00,471610,506.4911,C,text_5330,2020-02-06 00:00:00,234211,196.968,D,text_151,2022-10-12 00:00:00,922377,223.495,C,text_2284,2020-03-03 00:00:00,477163,236.1337,A,text_9386,2020-03-19 00:00:00,972960,183.3124,B,text_4084,2020-05-23 00:00:00,636897,946.1791,A,text_1257,2020-09-15 00:00:00,451094,809.282,B,text_3964,2022-11-14 00:00:00,72359,535.941,C,text_5332,2022-06-22 00:00:00,339335,256.8956,A,text_8383
234,32339,313.8071,C,text_9127,2022-05-01 00:00:00,858058,590.3414,D,text_9158,2020-05-04 00:00:00,25815,817.9427,D,text_4715,2022-05-01 00:00:00,202616,629.6561,A,text_2459,2021-04-10 00:00:00,803146,728.196,C,text_3663,2022-12-14 00:00:00,659505,676.5775,C,text_8426,2022-01-05 00:00:00,445438,678.5265,A,text_1835,2022-09-23 00:00:00,331262,938.6743,B,text_1187,2020-02-15 00:00:00,202087,190.621,B,text_5673,2020-04-24 00:00:00,265529,18.2694,C,text_5174
235,913542,248.7488,C,text_2606,2022-09-29 00:00:00,491659,225.6361,D,text_1329,2022-06-14 00:00:00,88101,774.2178,A,text_6870,2021-03-13 00:00:00,635773,91.7059,B,text_9803,2020-12-15 00:00:00,158937,566.9172,A,text_3823,2021-02-15 00:00:00,271531,267.0972,B,text_828,2022-08-05 00:00:00,528035,76.3366,A,text_5306,2021-04-16 00:00:00,171569,919.8927,A,text_1440,2020-05-02 00:00:00,595787,384.4093,C,text_8613,2022-10-11 00:00:00,945391,449.0793,A,text_5941
236,204069,735.0606,B,text_10000,2022-01-20 00:00:00,834117,747.1399,B,text_6105,2020-09-28 00:00:00,766870,137.4329,D,text_9667,2020-06-02 00:00:00,293079,195.3521,B,text_9059,2022-05-22 00:00:00,57963,900.5533,D,text_5673,2021-03-04 00:00:00,184201,292.067,A,text_2854,2020-08-06 00:00:00,822026,467.0107,A,text_2597,2021-01-08 00:00:00,920460,959.2305,A,text_4456,2021-05-27 00:00:00,276122,886.598,D,text_4951,2020-10-05 00:00:00,526618,54.2188,A,text_1843
237,186991,503.8494,A,text_2473,2021-01-26 00:00:00,888684,418.2234,A,text_5516,2020-08-19 00:00:00,815146,891.6085,C,text_2343,2022-11-15 00:00:00,6447,808.4247,B,text_3302,2021-12-04 00:00:00,618589,84.5656,C,text_8164,2022-02-19 00:00:00,257377,955.5851,D,text_8864,2022-02-05 00:00:00,77669,827.8105,B,text_9178,2021-01-18 00:00:00,852501,748.6762,C,text_4956,2021-03-13 00:00:00,724560,87.8766,D,text_2662,2022-01-05 00:00:00,761045,80.3968,C,text_7868
238,76318,785.681,D,text_27,2021-04-27 00:00:00,599715,410.6001,C,text_4620,2022-08-11 00:00:00,310016,83.9393,B,text_8162,2020-12-24 00:00:00,580410,551.5399,B,text_93,2021-06-18 00:00:00,268906,78.133,B,text_3928,2022-03-31 00:00:00,254221,645.3672,D,text_9374,2022-03-20 00:00:00,165508,203.2125,D,text_1074,2022-09-01 00:00:00,664226,843.9282,A,text_6677,2022-07-23 00:00:00,369539,832.0171,A,text_6047,2022-03-26 00:00:00,607371,780.4743,B,text_3955
239,936978,451.3246,D,text_9866,2020-04-11 00:00:00,269363,964.2603,A,text_5417,2020-03-05 00:00:00,489317,844.1713,C,text_393,2022-01-13 00:00:00,230164,374.0289,B,text_5781,2021-06-12 00:00:00,35930,144.8033,C,text_7742,2020-03-07 00:00:00,882059,702.8821,D,text_8458,2021-08-10 00:00:00,73104,96.2012,C,text_4191,2020-02-29 00:00:00,344080,626.3418,B,text_220,2020-03-24 00:00:00,465174,572.9689,B,text_6530,2021-03-28 00:00:00,684535,635.2612,A,text_823
240,656176,401.544,C,text_5890,2020-12-12 00:00:00,44594,878.844,A,text_6927,2020-06-15 00:00:00,689522,594.7098,C,text_8100,2020-04-04 00:00:00,734669,190.828,D,text_9835,2022-04-28 00:00:00,940605,531.3125,C,text_3571,2022-07-10 00:00:00,591210,587.3893,B,text_6592,2020-05-03 00:00:00,580036,510.8345,D,text_3793,2020-09-02 00:00:00,270862,261.837,C,text_976,2022-09-24 00:00:00,723726,53.4277,A,text_1505,2022-05-28 00:00:00,747729,901.9592,C,text_9259
241,435141,183.8731,A,text_4761,2020-03-05 00:00:00,608726,300.8116,B,text_8137,2020-02-16 00:00:00,672593,533.4484,C,text_7055,2021-09-28 00:00:00,26796,675.7701,C,text_6458,2022-09-11 00:00:00,497854,815.242,A,text_3782,2022-09-01 00:00:00,808107,25.4573,B,text_6050,2020-03-11 00:00:00,243167,416.3175,D,text_6212,2021-04-11 00:00:00,748676,151.38,D,text_5752,2020-07-18 00:00:00,985330,782.3415,D,text_40,2022-11-18 00:00:00,472632,208.9824,C,text_1080
242,900996,216.3338,C,text_331,2020-02-18 00:00:00,43570,650.0982,D,text_7912,2022-12-21 00:00:00,638403,316.3288,D,text_9624,2022-08-14 00:00:00,122359,597.9011,A,text_2608,2021-03-19 00:00:00,77881,731.4514,A,text_7128,2020-12-11 00:00:00,348959,531.739,D,text_5664,2022-12-06 00:00:00,430718,141.9886,A,text_2234,2022-07-11 00:00:00,997612,321.9099,C,text_8761,2022-11-01 00:00:00,228631,350.8006,A,text_9526,2021-10-01 00:00:00,46191,242.9707,A,text_8292
243,732474,894.8549,C,text_342,2020-06-15 00:00:00,392837,678.4371,A,text_7105,2021-02-02 00:00:00,573226,553.2192,B,text_2921,2020-01-15 00:00:00,239001,568.8653,D,text_4955,2022-05-04 00:00:00,873518,975.5105,D,text_2754,2022-12-22 00:00:00,302444,457.8605,C,text_1625,2022-04-29 00:00:00,673860,7.9272,C,text_3287,2021-08-19 00:00:00,245988,851.3003,B,text_4159,2022-09-07 00:00:00,855620,967.7842,D,text_5427,2020-11-24 00:00:00,807194,86.4277,B,text_4400
244,284966,213.5838,D,text_6483,2022-07-24 00:00:00,752009,596.6572,D,text_4620,2021-04-07 00:00:00,784723,997.1308,A,text_9011,2020-03-27 00:00:00,329166,18.1931,C,text_3682,2022-05-03 00:00:00,790106,49.5318,D,text_3481,2021-02-22 00:00:00,847132,230.9076,D,text_5136,2021-11-13 00:00:00,748462,285.6748,D,text_2439,2020-02-07 00:00:00,745478,602.7729,A,text_9359,2020-11-13 00:00:00,173045,781.8742,B,text_5201,2021-02-18 00:00:00,779784,289.5489,A,text_4998
245,581771,225.8882,A,text_823,2022-09-13 00:00:00,717132,553.6851,D,text_3411,2021-06-25 00:00:00,702256,344.5538,A,text_2918,2020-11-08 00:00:00,173222,598.6252,B,text_2590,2021-10-15 00:00:00,516753,384.5397,C,text_4940,2022-12-07 00:00:00,675864,679.4265,B,text_5935,2022-07-09 00:00:00,785804,75.5419,C,text_729,2020-05-09 00:00:00,896508,877.3012,A,text_8377,2020-05-30 00:00:00,394057,286.8603,D,text_3048,2020-01-18 00:00:00,304950,464.6688,B,text_591
246,32636,866.1176,A,text_1156,2020-09-02 00:00:00,987961,409.6339,D,text_6985,2020-10-18 00:00:00,808230,577.1688,A,text_4015,2021-03-24 00:00:00,470583,229.0587,C,text_2975,2022-09-13 00:00:00,817894,355.6422,D,text_4506,2022-07-30 00:00:00,687080,226.2813,A,text_1802,2021-01-27 00:00:00,265873,494.74,D,text_3429,2022-07-18 00:00:00,627928,196.6244,B,text_1183,2022-04-08 00:00:00,667154,828.4035,C,text_600,2020-09-14 00:00:00,620095,797.9166,C,text_8243
247,734352,843.0899,D,text_4339,2020-03-13 00:00:00,261839,628.3059,B,text_3649,2022-05-30 00:00:00,343642,310.4969,B,text_8077,2022-10-29 00:00:00,311184,735.5909,A,text_5347,2021-10-03 00:00:00,317075,868.0487,D,text_7454,2020-01-09 00:00:00,610727,769.6096,C,text_3561,2022-09-30 00:00:00,792111,133.0313,B,text_5642,2022-08-21 00:00:00,233406,598.2807,C,text_5831,2020-12-05 00:00:00,966622,439.8969,C,text_3101,2022-05-06 00:00:00,455395,788.2605,C,text_2514
248,84876,784.1152,A,text_2099,2020-03-10 00:00:00,449206,881.3193,B,text_4608,2020-06-09 00:00:00,403281,338.7513,D,text_1952,2021-09-15 00:00:00,575770,316.0479,D,text_162,2022-12-19 00:00:00,288426,480.1506,A,text_3234,2020-05-01 00:00:00,813768,2.6507,B,text_3094,2020-09-23 00:00:00,143700,639.4842,A,text_7368,2022-11-03 00:00:00,671187,664.3542,B,text_47,2021-07-24 00:00:00,598703,20.7645,A,text_3594,2021-06-24 00:00:00,920007,324.0991,D,text_6882
249,267527,562.6979,D,text_3849,2022-06-07 00:00:00,703768,664.921,C,text_585,2021-06-18 00:00:00,813769,213.0699,A,text_3210,2021-11-11 00:00:00,77881,24.9852,B,text_13,2021-08-27 00:00:00,151516,364.7657,B,text_9884,2021-04-17 00:00:00,301798,466.7377,B,text_9109,2020-02-03 00:00:00,981723,590.4964,B,text_1705,2020-12-18 00:00:00,365043,796.4689,D,text_8442,2021-10-25 00:00:00,440398,457.3285,D,text_7080,2022-05-13 00:00:00,171584,393.1485,A,text_1277
250,904811,537.7346,D,text_4027,2022-08-14 00:00:00,918974,71.2936,D,text_1678,2022-05-25 00:00:00,309461,411.6591,B,text_5472,2020-10-13 00:00:00,712405,358.4048,C,text_1559,2021-08-06 00:00:00,844772,724.6992,D,text_4521,2021-09-03 00:00:00,566683,962.1557,D,text_4892,2020-12-20 00:00:00,273410,114.7514,C,text_1426,2022-04-03 00:00:00,21245,955.3909,D,text_3392,2021-04-09 00:00:00,884714,958.1331,D,text_2749,2020-02-28 00:00:00,89481,417.4994,A,text_6233
251,497574,906.3818,C,text_5851,2020-01-10 00:00:00,78638,393.1123,C,text_9904,2021-09-15 00:00:00,589791,537.6204,D,text_9998,2022-07-26 00:00:00,454953,936.7733,C,text_457,2022-09-26 00:00:00,598782,568.0894,B,text_2177,2022-04-01 00:00:00,22992,85.8777,D,text_4718,2020-03-22 00:00:00,460735,92.3927,A,text_5593,2022-06-10 00:00:00,483873,212.1838,B,text_6205,2021-04-26 00:00:00,759485,838.9108,D,text_5023,2021-03-08 00:00:00,823559,120.5217,C,text_7669
252,731543,273.904,A,text_6273,2022-10-04 00:00:00,530398,747.3191,A,text_1189,2022-09-23 00:00:00,804052,39.7519,B,text_6075,2020-06-16 00:00:00,999633,741.2099,C,text_862,2021-06-02 00:00:00,615398,626.8484,A,text_4985,2021-08-28 00:00:00,607171,177.0567,B,text_4349,2022-03-12 00:00:00,848603,740.9868,C,text_3462,2022-02-23 00:00:00,191209,227.3643,B,text_8295,2022-05-06 00:00:00,464244,440.3124,A,text_1977,2020-07-28 00:00:00,469480,242.9327,B,text_3427
253,64536,732.2898,D,text_1914,2022-11-09 00:00:00,996087,602.2765,B,text_3671,2022-01-29 00:00:00,172917,899.2166,D,text_2563,2020-04-18 00:00:00,272912,377.9844,D,text_1573,2020-05-16 00:00:00,545824,132.9643,B,text_3205,2021-11-07 00:00:00,976588,376.1017,B,text_7003,2021-04-04 00:00:00,507016,386.2496,C,text_9698,2020-03-27 00:00:00,181744,399.7704,D,text_3661,2020-10-11 00:00:00,229045,269.0924,A,text_2480,2020-07-30 00:00:00,445712,609.5252,B,text_7135
254,146829,92.4155,A,text_9362,2021-07-10 00:00:00,639065,914.5292,A,text_7549,2020-04-13 00:00:00,940565,149.3872,A,text_4040,2022-02-26 00:00:00,67555,556.0793,D,text_8447,2022-04-26 00:00:00,795085,489.2522,C,text_9889,2022-07-25 00:00:00,998518,345.9916,C,text_1995,2022-04-14 00:00:00,568425,563.872,C,text_2504,2022-07-11 00:00:00,905419,68.0078,A,text_504,2021-09-18 00:00:00,393929,928.6469,D,text_5318,2021-08-01 00:00:00,655660,376.4839,B,text_9531
255,956442,754.7991,C,text_7904,2021-05-30 00:00:00,527317,377.8793,B,text_8556,2020-08-19 00:00:00,375659,666.4472,A,text_4761,2020-08-09 00:00:00,305201,404.2688,D,text_2162,2021-02-01 00:00:00,148483,674.8371,D,text_2849,2021-06-26 00:00:00,432663,963.049,B,text_9217,2021-03-09 00:00:00,332873,169.7632,A,text_6377,2020-09-27 00:00:00,656726,131.4397,C,text_8916,2020-09-21 00:00:00,825624,350.8783,D,text_507,2021-07-05 00:00:00,830191,107.7056,C,text_4245
256,114251,257.91,C,text_9631,2021-03-19 00:00:00,516520,729.9404,A,text_5109,2022-08-13 00:00:00,635850,898.9612,D,text_6540,2020-07-01 00:00:00,985775,2.5428,D,text_4403,2020-12-11 00:00:00,295462,592.1743,B,text_2596,2022-03-02 00:00:00,416101,385.3586,D,text_3474,2022-10-23 00:00:00,66147,700.8715,D,text_3874,2020-07-19 00:00:00,405590,270.2351,A,text_9934,2021-05-11 00:00:00,21084,676.9715,C,text_4984,2021-12-01 00:00:00,554699,705.6111,C,text_7743
257,66740,696.7627,D,text_1881,2020-08-30 00:00:00,980458,595.2673,A,text_540,2022-03-09 00:00:00,244906,842.7706,A,text_9338,2020-09-20 00:00:00,629029,159.6639,C,text_129,2020-04-29 00:00:00,954798,4.3127,D,text_9839,2020-10-04 00:00:00,329422,499.6877,C,text_5664,2020-11-26 00:00:00,68807,677.5991,A,text_7928,2021-07-10 00:00:00,766802,116.6838,D,text_289,2021-11-06 00:00:00,634610,435.8105,B,text_2403,2020-05-12 00:00:00,429250,606.9078,B,text_5685
258,849934,85.316,C,text_1701,2022-11-13 00:00:00,452649,302.0567,D,text_376,2020-02-17 00:00:00,203404,229.9458,D,text_9435,2021-07-11 00:00:00,194063,189.4577,A,text_6268,2021-03-21 00:00:00,484676,392.4067,A,text_6210,2022-11-12 00:00:00,287444,76.1164,B,text_9386,2020-10-13 00:00:00,785943,253.4711,D,text_9502,2022-03-27 00:00:00,129750,133.2356,A,text_7125,2022-05-30 00:00:00,670887,407.0397,D,text_3691,2020-12-29 00:00:00,833324,241.7902,C,text_9186
259,664507,262.4591,D,text_4066,2021-10-04 00:00:00,894530,536.2361,B,text_1578,2020-07-22 00:00:00,495742,142.3908,B,text_3049,2022-01-14 00:00:00,118670,781.1275,D,text_4270,2021-11-30 00:00:00,194306,950.4213,C,text_7914,2020-06-17 00:00:00,871817,411.199,C,text_5119,2021-05-09 00:00:00,690258,617.3771,B,text_8661,2021-03-02 00:00:00,886876,933.6959,B,text_1624,2020-08-17 00:00:00,910536,639.008,D,text_2243,2022-10-15 00:00:00,288699,616.6123,B,text_8217
260,241199,362.3947,C,text_1774,2020-12-17 00:00:00,175878,317.6366,D,text_9984,2022-12-03 00:00:00,836147,615.3509,B,text_868,2021-07-20 00:00:00,996829,317.537,A,text_9025,2020-05-08 00:00:00,803396,992.9646,D,text_1168,2021-02-26 00:00:00,514536,464.4493,D,text_7232,2021-07-10 00:00:00,939320,887.8659,A,text_7413,2021-05-21 00:00:00,642008,14.5266,A,text_5433,2022-08-20 00:00:00,673462,821.1114,A,text_5902,2020-05-01 00:00:00,891368,417.1594,B,text_4829
261,286732,23.6009,A,text_9703,2021-06-07 00:00:00,323283,899.5534,A,text_6711,2021-02-01 00:00:00,249170,177.4127,B,text_8746,2021-01-25 00:00:00,897585,253.7476,B,text_3398,2022-06-15 00:00:00,938090,681.277,A,text_4018,2022-11-18 00:00:00,253482,802.8772,C,text_1690,2022-04-18 00:00:00,491231,483.3251,C,text_2580,2021-09-14 00:00:00,300858,929.9893,C,text_2490,2020-08-19 00:00:00,773028,249.0406,C,text_3925,2022-11-05 00:00:00,508525,725.4963,B,text_6285
262,605109,816.7507,D,text_8048,2021-11-03 00:00:00,885463,822.273,D,text_4951,2021-08-12 00:00:00,581836,660.2757,C,text_5883,2021-04-15 00:00:00,444348,270.4644,C,text_349,2022-07-02 00:00:00,356313,403.3625,A,text_2562,2021-08-17 00:00:00,643658,719.6258,A,text_1842,2021-08-09 00:00:00,468201,222.4108,B,text_1789,2021-09-06 00:00:00,150846,914.088,A,text_5264,2020-09-08 00:00:00,184394,561.9839,D,text_6420,2022-09-11 00:00:00,967162,326.8515,C,text_9733
263,103587,708.7024,A,text_8959,2021-09-24 00:00:00,41962,682.4453,D,text_886,2022-08-09 00:00:00,694419,563.8925,B,text_300,2022-08-26 00:00:00,823710,515.4202,A,text_7000,2022-02-20 00:00:00,989523,798.0161,B,text_9038,2022-08-21 00:00:00,329218,189.1944,D,text_2910,2021-05-12 00:00:00,649236,214.8231,D,text_4976,2022-04-19 00:00:00,475632,190.893,A,text_2844,2020-08-19 00:00:00,709296,762.5696,B,text_9100,2022-07-25 00:00:00,382657,21.8996,B,text_400
264,974,373.004,A,text_7047,2021-05-17 00:00:00,451220,460.6442,C,text_941,2022-11-29 00:00:00,94148,637.5773,B,text_4139,2020-03-30 00:00:00,755724,361.0974,D,text_392,2020-10-27 00:00:00,686617,997.4618,A,text_5559,2022-06-15 00:00:00,792687,336.7456,C,text_7014,2020-09-21 00:00:00,511116,162.421,A,text_7840,2022-09-03 00:00:00,287848,864.0864,B,text_4671,2022-03-27 00:00:00,186079,239.4836,A,text_2198,2020-01-11 00:00:00,38871,388.0019,C,text_1104
265,804153,472.1648,B,text_884,2022-03-08 00:00:00,33045,358.7267,B,text_1671,2022-10-21 00:00:00,877322,595.7398,D,text_7346,2021-10-09 00:00:00,462283,356.5999,B,text_5673,2020-07-31 00:00:00,527763,873.4507,C,text_170,2022-09-19 00:00:00,160841,393.2109,B,text_1520,2021-04-12 00:00:00,235426,942.6343,B,text_8985,2021-09-21 00:00:00,669855,466.7144,C,text_9488,2020-01-06 00:00:00,901876,652.7892,B,text_3260,2020-03-06 00:00:00,429973,461.1539,B,text_5731
266,815710,957.5773,C,text_6775,2022-03-09 00:00:00,231425,832.0347,A,text_248,2021-01-02 00:00:00,344047,462.2882,D,text_1422,2020-02-14 00:00:00,589803,195.1128,D,text_2749,2022-01-08 00:00:00,984844,184.0395,C,text_431,2021-04-30 00:00:00,269287,280.0309,A,text_6877,2021-07-05 00:00:00,390367,565.2394,B,text_3142,2020-08-28 00:00:00,616969,797.4436,B,text_3957,2020-01-01 00:00:00,780367,727.3722,D,text_2396,2021-11-17 00:00:00,796599,150.1876,A,text_6105
267,338837,831.6995,B,text_7440,2021-08-05 00:00:00,403884,502.4709,D,text_6288,2020-11-10 00:00:00,106551,518.1628,B,text_6429,2020-04-10 00:00:00,718569,847.2414,C,text_5519,2022-01-13 00:00:00,449668,320.2891,B,text_379,2022-10-20 00:00:00,505875,351.5842,D,text_8878,2021-06-24 00:00:00,956626,529.2912,D,text_8194,2022-01-09 00:00:00,260953,140.3368,D,text_1753,2020-07-16 00:00:00,59640,643.2939,C,text_4514,2020-09-15 00:00:00,684440,599.7612,A,text_7850
268,487138,966.7794,D,text_8627,2022-12-16 00:00:00,800240,421.4223,A,text_2421,2020-03-10 00:00:00,179545,107.361,C,text_4526,2020-10-04 00:00:00,54914,719.4845,A,text_1681,2020-10-02 00:00:00,952363,617.2303,A,text_7658,2020-08-13 00:00:00,669425,26.2899,C,text_92,2020-11-21 00:00:00,312652,109.4659,B,text_8916,2021-08-23 00:00:00,448355,146.2737,A,text_6521,2021-08-11 00:00:00,250207,417.9676,C,text_7221,2020-11-09 00:00:00,207065,75.0689,B,text_4647
269,225952,224.8434,D,text_4940,2022-08-25 00:00:00,115234,382.3376,C,text_3698,2020-05-17 00:00:00,94346,713.8342,C,text_371,2021-07-19 00:00:00,563709,380.0793,C,text_2023,2021-09-15 00:00:00,147843,247.6774,C,text_5313,2022-09-04 00:00:00,148276,793.2071,D,text_8669,2022-10-13 00:00:00,638164,69.3773,A,text_7499,2020-10-01 00:00:00,682472,816.8202,A,text_2527,2021-06-22 00:00:00,871216,218.5931,B,text_1686,2020-11-17 00:00:00,799200,502.824,C,text_1712
